age_bracket,education_level,income_bracket,gender,geographic_region,urban_rural,industry_sector,job_type,ai_familiarity_score,ai_use_frequency,has_used_ai_on_job,sentiment_toward_ai,perceived_benefit,perceived_risk,adoption_intent,expected_job_impact,concerns,use_cases
35-44,Some college / Associate,50-100k,male,West,suburban,Technology,Executive,6,rarely,TRUE,-1.457099554,5.500718522880693,2.0018901589298563,4,positive,accuracy,customer_service|analytics
35-44,Bachelor's,25-50k,female,South,urban,Technology,Individual Contributor,7,never,TRUE,1.7991034458741022,3.703597319056751,2.556366563049865,4,positive,regulation,augmentation
25-34,High School or less,<25k,female,Midwest,suburban,Manufacturing,Manager,6,rarely,TRUE,-0.356895652,3.1028898569126686,2.5441520023769604,2,negative,transparency,augmentation
35-44,High School or less,<25k,female,South,suburban,Other,Individual Contributor,7,rarely,FALSE,1.9432391801779902,3.669662613743017,3.685634043086876,3,neutral,job_loss,automation
65+,Master's,100-200k,male,Northeast,rural,Other,Manager,1,never,FALSE,0.4845738026549342,2.542124724334396,4.314643001933778,1,positive,job_loss,analytics
45-54,Bachelor's,100-200k,female,Northeast,urban,Education,Manager,6,never,FALSE,-0.756087145,1.1601503221312006,1,1,positive,privacy,augmentation|analytics
35-44,High School or less,200k+,male,Midwest,suburban,Services,Individual Contributor,4,never,FALSE,-0.734367103,2.913058153543511,3.4863757369307926,2,neutral,accuracy,agents
25-34,High School or less,50-100k,male,Northeast,urban,Finance,Executive,7,weekly,FALSE,1.823625950635002,3.2234135292938904,2.650459544517156,3,negative,job_loss,automation
45-54,Bachelor's,100-200k,male,South,urban,Other,Manager,6,never,FALSE,0.6484225291191112,4.753754419352596,3.8196697719108106,3,neutral,transparency,content_generation
45-54,Master's,50-100k,female,Midwest,rural,Finance,Individual Contributor,7,never,FALSE,1.8042839827881743,3.3192427499259525,3.5463826404546674,4,neutral,ethics,automation|augmentation
35-44,Bachelor's,50-100k,male,South,rural,Healthcare,Manager,3,never,FALSE,0.7453612238440019,1.213601559484051,6.878784367,1,neutral,job_loss|privacy|accuracy,automation|customer_service
35-44,Master's,100-200k,male,West,rural,Education,Individual Contributor,9,never,FALSE,-1.061001449,1.9686498071592347,2.673019089279772,4,positive,transparency|regulation,analytics
35-44,Some college / Associate,50-100k,male,South,urban,Education,Individual Contributor,7,never,FALSE,0.20837810510723642,4.369319893986178,4.350064007,4,positive,accuracy,augmentation
25-34,Bachelor's,100-200k,male,Midwest,urban,Education,Individual Contributor,4,rarely,FALSE,0.5323076217549432,3.301313378883891,3.5419623693113778,2,positive,bias,augmentation|agents
55-64,Bachelor's,200k+,female,South,rural,Manufacturing,Manager,8,never,TRUE,-1.026122392,2.9137975676200476,4.667752699426356,4,neutral,transparency,automation
45-54,Bachelor's,100-200k,nonbinary,Midwest,suburban,Finance,Individual Contributor,7,never,FALSE,0.6237802157837309,3.5161828367703754,4.134878020511321,4,positive,job_loss|accuracy,augmentation
18-24,Master's,25-50k,female,Midwest,urban,Services,Individual Contributor,9,weekly,FALSE,1.418032260871513,3.908403910932887,4.198554756211273,3,positive,privacy|bias,analytics
18-24,High School or less,100-200k,female,South,rural,Government,Manager,7,never,FALSE,2.3818324491724407,3.6435952040539665,5.438946641843225,3,positive,regulation,automation
35-44,High School or less,<25k,female,Midwest,urban,Other,Individual Contributor,7,never,TRUE,-0.961565482,4.062540011557493,3.1794619433644664,4,neutral,bias,augmentation|analytics
25-34,High School or less,50-100k,female,Northeast,urban,Healthcare,Individual Contributor,4,never,FALSE,2.2531237393283994,1.7714601986691099,6.597446510515001,3,neutral,privacy,analytics
18-24,High School or less,25-50k,female,West,urban,Manufacturing,Individual Contributor,4,never,TRUE,-0.087383404,4.157312274055585,3.5723746178991838,2,negative,accuracy,analytics
18-24,Some college / Associate,100-200k,male,West,urban,Services,Executive,6,never,TRUE,-0.217577044,4.491633297435957,2.4777315179651165,3,positive,transparency,augmentation
18-24,Bachelor's,50-100k,male,South,suburban,Retail,Individual Contributor,7,never,FALSE,-1.03207179,3.703562370945117,3.3089964010077964,3,negative,job_loss|safety,augmentation
18-24,Bachelor's,100-200k,female,Midwest,urban,Finance,Manager,2,never,FALSE,1.5275312521970354,1.1336579705351222,4.921300301307569,4,negative,accuracy,content_generation
45-54,Some college / Associate,100-200k,female,Northeast,urban,Retail,Individual Contributor,7,never,FALSE,-1.567957401,2.5210398352134056,5.215052725017372,6,positive,ethics,hiring
45-54,Bachelor's,<25k,male,West,rural,Manufacturing,Individual Contributor,5,never,FALSE,1.3272705387173311,2.80482434,5.088565273887632,4,negative,privacy,analytics
55-64,Bachelor's,25-50k,female,South,urban,Services,Executive,7,monthly,FALSE,0.3282295309184141,4.857607309163101,3.604100370002298,4,neutral,transparency,automation|analytics|content_generation
18-24,Some college / Associate,25-50k,male,West,suburban,Other,Individual Contributor,1,never,FALSE,1.2195502432849548,1,4.926120212091851,2,neutral,job_loss,analytics
45-54,Master's,25-50k,female,South,suburban,Other,Manager,5,never,FALSE,-0.270424993,2.8779425530935674,4.790290881962923,3,positive,job_loss,analytics
25-34,Some college / Associate,25-50k,male,West,suburban,Government,Individual Contributor,3,never,FALSE,-0.370934668,1.541007778533621,3.4352799204081435,3,neutral,job_loss|ethics,augmentation
25-34,Master's,50-100k,male,Midwest,urban,Manufacturing,Individual Contributor,5,monthly,TRUE,1.365112778936536,2.8090951518253644,1,2,neutral,accuracy|transparency,automation
35-44,High School or less,25-50k,female,West,rural,Retail,Individual Contributor,9,never,FALSE,1.8127453141736896,2.712343023284837,4.5462898188067875,3,positive,accuracy,automation
18-24,Master's,50-100k,male,Northeast,urban,Other,Individual Contributor,7,never,FALSE,1.3712278384713155,3.7732278217708806,5.650726851224222,4,negative,job_loss,content_generation
35-44,Some college / Associate,25-50k,female,Midwest,suburban,Healthcare,Clerical/Support,3,never,FALSE,-0.547950693,1,5.905733033692287,3,negative,job_loss|privacy,customer_service|hiring|analytics
65+,Master's,50-100k,female,South,urban,Retail,Manager,3,never,TRUE,-2.745885896,3.770974893881393,4.639260603617333,2,negative,privacy,hiring|analytics
45-54,Bachelor's,100-200k,male,Northeast,urban,Services,Individual Contributor,6,rarely,FALSE,2.839151848134438,3.175029643688563,2.030617173027753,3,positive,transparency,analytics
18-24,Doctorate/Prof,100-200k,female,West,urban,Finance,Individual Contributor,3,weekly,TRUE,-1.060904659,1.8289114500594164,5.63699458,2,negative,privacy|regulation,augmentation|agents|content_generation
65+,Some college / Associate,25-50k,male,South,suburban,Healthcare,Individual Contributor,5,rarely,FALSE,1.246087131,2.7926371679125537,5.927493812097293,3,neutral,job_loss|safety,analytics
18-24,Bachelor's,50-100k,female,South,rural,Other,Individual Contributor,5,never,FALSE,1.6370080552617767,1,5.687242938198311,3,positive,safety,customer_service
35-44,High School or less,25-50k,female,South,suburban,Finance,Individual Contributor,5,never,TRUE,-1.283912478,1,5.677210491111787,1,positive,accuracy|transparency,content_generation
25-34,High School or less,<25k,nonbinary,West,urban,Retail,Skilled Trade,7,never,FALSE,2.5922892141485114,3.9626640337004564,3.6656318304913307,4,neutral,transparency,analytics|content_generation
35-44,Bachelor's,50-100k,male,West,urban,Services,Skilled Trade,6,rarely,FALSE,0.497190117,2.1897822257980266,2.7380932018287867,4,negative,ethics|regulation,augmentation
25-34,Some college / Associate,50-100k,female,West,urban,Finance,Skilled Trade,5,never,TRUE,-1.002812768,4.433232242306973,4.2534445430391346,4,neutral,accuracy,augmentation|hiring
45-54,Bachelor's,50-100k,male,Midwest,suburban,Other,Skilled Trade,10,rarely,FALSE,0.5512968914856125,2.3744712835168897,2.187539058654132,5,positive,privacy,customer_service
25-34,Master's,50-100k,male,West,urban,Services,Individual Contributor,4,never,FALSE,0.2064792604795364,3.493427837120142,5.884778248,5,positive,job_loss|regulation,analytics
25-34,High School or less,<25k,male,South,urban,Retail,Individual Contributor,4,never,FALSE,-0.413903378,2.1061524915536145,2.1202691944620407,2,neutral,bias|ethics,automation
35-44,High School or less,25-50k,female,Northeast,urban,Healthcare,Individual Contributor,5,rarely,FALSE,0.22360574792182075,2.2228536783731054,3.799440952,1,negative,job_loss,analytics
55-64,High School or less,<25k,female,West,urban,Finance,Manager,6,never,TRUE,-0.773962957,2.946245530625738,3.680383179376482,2,negative,bias,automation
18-24,Bachelor's,<25k,female,South,suburban,Services,Individual Contributor,7,monthly,FALSE,0.6498766140782261,2.3845279592366615,3.2767187508695983,3,neutral,transparency,analytics
55-64,Some college / Associate,50-100k,female,South,suburban,Other,Executive,9,never,FALSE,2.7725042293958237,4.782295037348412,3.7621883965962226,2,neutral,privacy,content_generation
65+,Bachelor's,100-200k,female,Midwest,rural,Other,Individual Contributor,8,never,FALSE,0.8511502563837627,3.944460601283989,2.8235030210201284,4,positive,bias|accuracy|ethics,augmentation
35-44,Some college / Associate,25-50k,female,West,urban,Services,Individual Contributor,6,daily,FALSE,-0.128227756,4.860966629964468,3.208091042839605,5,neutral,job_loss|transparency,automation|customer_service
18-24,Some college / Associate,25-50k,female,Midwest,urban,Government,Executive,8,never,FALSE,2.048134546434728,4.923177592943883,2.7590574549727345,2,positive,privacy|transparency|regulation,analytics
25-34,High School or less,50-100k,female,South,urban,Healthcare,Clerical/Support,2,never,FALSE,-1.878871456,1,6.16059036,1,neutral,privacy,analytics
35-44,Bachelor's,50-100k,female,South,rural,Healthcare,Individual Contributor,4,weekly,TRUE,0.7829994382571186,3.1319499715633365,5.314422520191153,2,positive,accuracy,customer_service
35-44,Some college / Associate,200k+,male,Northeast,urban,Education,Manager,7,never,FALSE,1.9258900616467387,5.4212354738972675,3.2124726200400815,3,positive,job_loss,augmentation
18-24,Some college / Associate,50-100k,female,Northeast,urban,Healthcare,Manager,2,never,FALSE,0.9849107235223853,2.2699499942404353,4.267176628556003,3,negative,safety,analytics
35-44,Bachelor's,100-200k,male,West,urban,Healthcare,Individual Contributor,7,never,FALSE,2.6485329928464854,3.1242010964352396,4.806272412315976,4,neutral,job_loss|accuracy|safety,analytics
18-24,Bachelor's,25-50k,female,South,suburban,Services,Manager,10,rarely,TRUE,2.7429619544567467,5.805011427436014,2.025820339033941,5,neutral,safety,analytics
45-54,Some college / Associate,50-100k,male,South,rural,Services,Manager,5,daily,TRUE,-0.701877841,3.6758875111281206,4.303027324090084,3,positive,transparency,customer_service
45-54,Some college / Associate,50-100k,male,Northeast,urban,Finance,Individual Contributor,6,monthly,FALSE,0.4684449961136793,3.5608396173539743,2.3189919011094133,3,positive,privacy|accuracy|ethics,automation
35-44,High School or less,25-50k,female,Northeast,urban,Technology,Individual Contributor,3,monthly,TRUE,1.8388415484459157,4.414691395264575,6.359337986647187,2,negative,regulation|accuracy|safety|ethics,customer_service
35-44,Some college / Associate,25-50k,female,West,urban,Retail,Individual Contributor,3,never,FALSE,0.8483643333802742,3.049335490777043,4.921510742517798,3,neutral,bias,automation
35-44,Master's,50-100k,male,South,suburban,Technology,Individual Contributor,6,never,FALSE,-0.6084077,4.166410903728336,3.8250820709723334,5,positive,privacy|accuracy,automation|agents
55-64,Bachelor's,50-100k,female,Northeast,rural,Other,Manager,7,never,TRUE,2.014380103275825,4.167543307548724,3.998085039343424,3,neutral,accuracy,automation|augmentation|content_generation
18-24,Doctorate/Prof,50-100k,male,Northeast,urban,Retail,Individual Contributor,7,never,FALSE,-0.733702933,3.204015197670017,3.336677001997593,3,negative,job_loss,customer_service
45-54,Bachelor's,<25k,male,South,urban,Other,Clerical/Support,9,never,FALSE,1.981787397179478,5.080915531265911,5.171857046336983,5,neutral,bias|ethics,augmentation
35-44,High School or less,50-100k,male,West,rural,Services,Skilled Trade,7,daily,FALSE,1.7145257113342858,6.127570359783313,2.768645536882033,4,neutral,job_loss,analytics
18-24,Some college / Associate,100-200k,male,West,urban,Government,Manager,5,never,FALSE,-1.790777883,1,5.942227952685619,3,neutral,ethics,automation|content_generation
35-44,High School or less,100-200k,female,South,rural,Services,Individual Contributor,7,monthly,FALSE,0.30860642956079865,3.6948513046637252,4.497629252545391,3,neutral,bias,analytics
65+,Some college / Associate,<25k,female,South,urban,Manufacturing,Individual Contributor,6,never,FALSE,1.9033717687318534,5.086548046475599,3.4949551847305784,3,positive,ethics|regulation,analytics
45-54,High School or less,50-100k,male,South,rural,Services,Individual Contributor,4,never,FALSE,2.361536432597026,1,3.541875972737184,1,positive,privacy,augmentation
18-24,Some college / Associate,100-200k,male,West,urban,Other,Manager,7,never,FALSE,-0.795047819,4.043331688943158,3.3810961944046674,1,negative,job_loss|privacy|ethics,customer_service|analytics
35-44,Bachelor's,50-100k,male,South,urban,Healthcare,Individual Contributor,3,never,TRUE,-0.34202072,3.7771990320849715,3.2690564061447183,2,positive,privacy,automation
25-34,Bachelor's,50-100k,female,South,rural,Manufacturing,Manager,6,never,FALSE,2.614694841627678,4.745970699,1.8122931008381227,3,negative,safety,analytics|content_generation
35-44,High School or less,50-100k,male,South,urban,Government,Individual Contributor,2,never,FALSE,1.8132237975502017,2.3208579436889534,1.8950261096423313,1,neutral,bias|transparency,customer_service|content_generation
25-34,Bachelor's,25-50k,male,West,urban,Healthcare,Manager,5,rarely,FALSE,1.329422689228722,2.1499994273551835,3.7613229757881608,2,negative,accuracy,augmentation
35-44,Bachelor's,100-200k,nonbinary,Midwest,rural,Technology,Individual Contributor,5,weekly,TRUE,-0.036427184,2.4370498591546146,3.3596004973774525,4,positive,privacy|ethics,agents
18-24,Some college / Associate,200k+,male,South,urban,Services,Individual Contributor,0,monthly,TRUE,0.48028848041177574,2.056439096,3.4293893048908806,1,positive,privacy|transparency,analytics
25-34,Bachelor's,50-100k,female,West,suburban,Other,Individual Contributor,6,never,FALSE,0.73614689,1.9549113926851276,3.1686879495763582,3,neutral,job_loss,agents
18-24,Some college / Associate,<25k,female,West,suburban,Technology,Manager,6,never,TRUE,-0.088956051,4.379769098387419,2.848824296865146,5,positive,job_loss,automation
25-34,Master's,<25k,male,West,suburban,Services,Individual Contributor,6,never,FALSE,2.7458314630096234,2.4162498320531545,4.401486705785235,3,positive,privacy,analytics
25-34,Some college / Associate,100-200k,female,Northeast,urban,Education,Clerical/Support,7,never,TRUE,1.080638186848446,3.579522603692712,2.358781833039356,5,positive,ethics,analytics
55-64,Doctorate/Prof,<25k,male,South,urban,Education,Individual Contributor,7,never,FALSE,-0.25626579,4.057626499712455,1.752501579813753,4,neutral,privacy,customer_service
25-34,Doctorate/Prof,25-50k,female,West,suburban,Manufacturing,Manager,5,rarely,FALSE,-0.661554298,2.7025308002187303,5.312667796512383,4,neutral,transparency,automation
18-24,High School or less,<25k,male,South,suburban,Healthcare,Individual Contributor,7,never,FALSE,1.0349355995206486,4.175556130640368,1.957928942118941,5,negative,transparency,analytics
55-64,Bachelor's,25-50k,male,West,suburban,Technology,Individual Contributor,1,rarely,TRUE,-0.325740139,2.330331919,3.6624657062837205,1,negative,accuracy|safety,augmentation
55-64,Bachelor's,25-50k,male,West,rural,Services,Individual Contributor,5,daily,FALSE,1.152724374800636,1.4358650542291893,4.236893929773379,4,positive,privacy,customer_service
25-34,High School or less,100-200k,male,South,urban,Finance,Skilled Trade,5,never,TRUE,1.2999575508156491,4.6904719567204465,5.002579176968245,5,positive,bias,hiring
25-34,Some college / Associate,50-100k,male,South,urban,Healthcare,Individual Contributor,5,rarely,TRUE,0.743733816,1.6251180803981902,3.5073670613268857,3,negative,job_loss,hiring
55-64,Master's,50-100k,female,Midwest,urban,Healthcare,Individual Contributor,7,weekly,FALSE,1.1949693998716313,3.8909988334352295,4.999764945,4,negative,accuracy,augmentation
25-34,Bachelor's,100-200k,male,South,urban,Services,Manager,4,never,FALSE,1.0794927825555272,3.1128373503509623,2.971583299306429,1,negative,safety,customer_service|agents
35-44,Master's,100-200k,male,West,suburban,Government,Individual Contributor,6,daily,FALSE,3.048365836323527,4.6064389242439425,3.724517983611851,4,positive,job_loss|privacy,customer_service
25-34,Bachelor's,100-200k,female,South,rural,Technology,Clerical/Support,9,never,FALSE,2.5181999451646586,4.5599136220505105,4.184550993982516,5,negative,job_loss|privacy|regulation,automation|augmentation
18-24,Doctorate/Prof,100-200k,female,South,rural,Government,Individual Contributor,6,never,FALSE,-0.131288979,3.130041837935995,4.015646301,5,neutral,job_loss,augmentation
25-34,High School or less,50-100k,male,West,suburban,Retail,Manager,4,never,FALSE,-0.930269057,1.5203889505994632,5.334552970602663,3,neutral,job_loss|accuracy,augmentation
35-44,Master's,25-50k,female,South,suburban,Services,Manager,7,rarely,FALSE,0.8590122575697559,4.159195283813617,4.976574807460661,2,positive,safety,analytics
35-44,Doctorate/Prof,200k+,female,Northeast,rural,Services,Individual Contributor,7,rarely,FALSE,1.0080535021167711,2.451896683314179,2.5088341475985025,3,positive,bias,customer_service
25-34,Some college / Associate,50-100k,male,West,suburban,Other,Individual Contributor,7,never,FALSE,0.47603263,5.668964073473428,1.5542745745905653,3,negative,ethics,automation
35-44,Some college / Associate,25-50k,male,Northeast,urban,Services,Manager,10,weekly,FALSE,3.064471960850504,4.009707433781916,4.849881083,5,positive,privacy,automation|analytics
45-54,High School or less,100-200k,female,West,urban,Services,Manager,6,never,FALSE,0.4972981306309017,4.855571920847148,3.094489664327279,4,positive,privacy|ethics,analytics
45-54,High School or less,25-50k,male,Northeast,urban,Manufacturing,Skilled Trade,2,rarely,TRUE,-2.935670552,1,3.4939209214063958,2,neutral,privacy,analytics
25-34,High School or less,<25k,female,South,suburban,Healthcare,Clerical/Support,7,rarely,TRUE,0.25968774449594745,4.891915142,2.368122151963095,5,positive,privacy|accuracy,automation
18-24,Master's,25-50k,male,Midwest,urban,Other,Individual Contributor,5,weekly,FALSE,-2.153720024,2.671051794141144,6.169709231549955,3,positive,accuracy,augmentation
35-44,Some college / Associate,<25k,female,South,urban,Manufacturing,Individual Contributor,4,never,FALSE,0.013536617996716405,2.946081199609517,6.925073270200883,3,neutral,job_loss|bias|accuracy,analytics
18-24,Some college / Associate,50-100k,female,Midwest,urban,Education,Executive,2,never,FALSE,0.8435330982169795,1,4.510773680858002,1,neutral,privacy,customer_service
55-64,High School or less,50-100k,male,Northeast,suburban,Services,Manager,6,rarely,TRUE,0.9053859695074657,4.896542004395461,2.584628095075746,1,positive,accuracy,content_generation
18-24,Some college / Associate,50-100k,female,Midwest,urban,Technology,Individual Contributor,6,never,TRUE,-0.076475577,2.9235667607750235,4.409994377985093,4,positive,privacy,automation
25-34,High School or less,25-50k,male,South,rural,Finance,Individual Contributor,4,daily,FALSE,-0.779431772,1.293516072957497,3.8479755295341627,1,neutral,safety,analytics
25-34,Bachelor's,50-100k,male,South,suburban,Healthcare,Individual Contributor,7,never,FALSE,0.1830012012296517,5.279300287160326,3.1540446849720296,5,negative,bias,agents
35-44,Master's,50-100k,male,South,suburban,Technology,Executive,6,never,FALSE,-0.269556034,3.5794541672157014,4.425966780912824,4,positive,transparency,analytics
45-54,Bachelor's,50-100k,female,South,urban,Finance,Individual Contributor,8,never,TRUE,0.6819030059130629,1.6219752947702633,3.081049388550672,3,negative,regulation,analytics
18-24,Master's,<25k,male,South,suburban,Manufacturing,Individual Contributor,6,never,FALSE,2.759262833396871,4.899820685656094,3.798873635835172,4,negative,bias,automation
25-34,High School or less,<25k,female,Midwest,urban,Other,Clerical/Support,6,never,FALSE,1.9898280704450169,2.1906746558567023,2.7045403335990637,5,positive,job_loss,automation|analytics
18-24,High School or less,50-100k,female,South,suburban,Education,Manager,5,never,FALSE,3.1456566724867696,3.361795587683841,3.9497322259914847,2,negative,accuracy,customer_service|hiring
45-54,Bachelor's,50-100k,female,Midwest,urban,Healthcare,Skilled Trade,3,monthly,TRUE,1.3235706886406908,3.553450433501328,5.606701976227183,3,negative,transparency,automation|content_generation
45-54,Some college / Associate,50-100k,female,South,urban,Finance,Individual Contributor,6,never,FALSE,-0.328712915,5.5351539561034295,5.266595219117983,3,positive,accuracy,automation|analytics|agents
25-34,Some college / Associate,<25k,male,West,rural,Services,Individual Contributor,6,never,FALSE,1.1159959459253808,3.572740398124954,4.048207489747652,2,neutral,bias,customer_service|analytics
25-34,Some college / Associate,25-50k,female,West,urban,Retail,Skilled Trade,5,never,FALSE,0.7232118628613532,3.609268446894861,1.956020241448583,3,neutral,privacy|accuracy|safety|transparency,automation|augmentation
65+,High School or less,100-200k,female,South,urban,Technology,Manager,4,never,TRUE,0.9817392549753345,2.605590851251153,3.487244429361507,3,positive,privacy|safety,automation
25-34,Some college / Associate,50-100k,female,Northeast,urban,Other,Manager,6,rarely,FALSE,1.0822045577316857,5.009390787323491,4.301495949532132,3,negative,accuracy,augmentation
35-44,Some college / Associate,25-50k,female,South,urban,Manufacturing,Individual Contributor,7,rarely,TRUE,0.9686003641949495,3.5576774616655142,4.544099494833484,2,positive,regulation,content_generation
35-44,Bachelor's,25-50k,male,South,suburban,Retail,Manager,2,rarely,FALSE,0.7231168838876918,4.421380808523548,3.2025688658531513,2,positive,accuracy|transparency,augmentation
18-24,High School or less,25-50k,female,South,urban,Other,Individual Contributor,7,never,FALSE,2.072764928893037,2.699154987530819,3.6676777828143097,4,negative,job_loss,analytics
45-54,Bachelor's,100-200k,female,South,urban,Technology,Individual Contributor,6,monthly,TRUE,0.36812063754793484,2.5714034338297354,2.7100487749701276,3,neutral,ethics,augmentation|agents
35-44,Some college / Associate,50-100k,male,Midwest,suburban,Finance,Individual Contributor,6,never,FALSE,-0.690189101,3.8388441167868526,3.9975604471269017,3,neutral,privacy|bias,customer_service
18-24,Bachelor's,50-100k,female,Midwest,suburban,Services,Clerical/Support,4,weekly,FALSE,-0.830850714,1.494025354608737,4.1420164849584005,3,positive,privacy,augmentation
25-34,Some college / Associate,50-100k,female,South,urban,Services,Manager,9,never,FALSE,3.9975028549750697,6.371198790659849,3.4265621492074887,3,neutral,accuracy|safety|regulation,customer_service
25-34,Some college / Associate,<25k,female,West,suburban,Services,Individual Contributor,6,never,TRUE,1.2354981062827899,4.110150722479528,5.233129316653491,3,neutral,safety|ethics,analytics|content_generation
25-34,Bachelor's,50-100k,female,Northeast,urban,Services,Individual Contributor,6,never,TRUE,1.9379614001846412,3.587152479372017,3.5482557519327194,4,positive,transparency,content_generation
55-64,Bachelor's,25-50k,male,Midwest,suburban,Technology,Manager,6,monthly,FALSE,1.5597332765239162,4.044919997163812,4.983254204463556,3,positive,job_loss,augmentation
65+,Some college / Associate,50-100k,female,Midwest,urban,Technology,Manager,9,never,TRUE,2.8167090106867296,4.112705749633159,3.944324163572245,7,positive,bias|accuracy|transparency|ethics,augmentation|content_generation
45-54,High School or less,100-200k,male,Northeast,urban,Manufacturing,Manager,3,never,FALSE,0.5614606928287058,2.8561506572200877,3.3277784779628226,3,positive,transparency,agents
45-54,Doctorate/Prof,25-50k,female,Midwest,suburban,Healthcare,Manager,5,daily,FALSE,-0.886645731,3.629704971145921,4.994046981458302,4,positive,safety,content_generation
55-64,Some college / Associate,25-50k,male,West,urban,Services,Individual Contributor,8,daily,FALSE,0.50997863,1.7955473678524843,4.161469251652854,3,neutral,bias,automation|augmentation
18-24,Bachelor's,<25k,male,Midwest,urban,Other,Executive,9,monthly,TRUE,0.6334978384031021,1.3779522318588935,2.9035234670561065,5,negative,accuracy,analytics
18-24,Some college / Associate,25-50k,male,South,suburban,Services,Manager,3,never,FALSE,1.515529151364409,2.242416549806617,3.9629308572092317,2,negative,accuracy|ethics,augmentation|customer_service|hiring
25-34,Some college / Associate,25-50k,female,Midwest,urban,Other,Manager,6,never,FALSE,1.1024759884073383,3.2777492097301897,2.566933816188974,3,positive,safety|regulation,customer_service
35-44,Master's,50-100k,male,South,urban,Education,Clerical/Support,6,weekly,FALSE,2.8065528626677025,2.1625990768971155,4.461250209532774,4,negative,privacy,augmentation
25-34,Bachelor's,25-50k,nonbinary,South,urban,Services,Skilled Trade,6,never,FALSE,0.23793143415125906,4.289996233649285,3.286288119088507,2,positive,privacy,augmentation
65+,High School or less,<25k,male,South,urban,Services,Manager,5,monthly,FALSE,-0.965450637,1.0701332915743886,3.7084104752022897,2,positive,accuracy,analytics
25-34,Bachelor's,100-200k,female,South,urban,Other,Individual Contributor,5,never,FALSE,-0.181643593,3.1336474270518946,5.353351936672977,3,negative,job_loss|accuracy,analytics
45-54,High School or less,<25k,female,South,suburban,Healthcare,Clerical/Support,4,never,FALSE,-0.314848975,3.935862660933548,2.4783554313219014,4,neutral,job_loss,augmentation|hiring
25-34,High School or less,25-50k,female,South,rural,Manufacturing,Skilled Trade,6,never,FALSE,0.8402338765751958,4.1503044897657055,4.365715809210641,4,neutral,privacy,automation
25-34,Bachelor's,25-50k,male,South,suburban,Technology,Individual Contributor,7,never,FALSE,-0.291801703,2.239415744787399,5.375678490462335,4,neutral,accuracy,augmentation|content_generation
18-24,Some college / Associate,50-100k,female,West,suburban,Education,Individual Contributor,7,rarely,FALSE,-0.741456757,2.889161034985753,4.852269259446833,1,negative,privacy,automation
35-44,High School or less,<25k,female,South,urban,Technology,Individual Contributor,4,never,FALSE,1.7847873169180133,4.779126058815972,5.634421014681521,3,neutral,job_loss|accuracy,automation
25-34,High School or less,50-100k,male,Northeast,rural,Manufacturing,Individual Contributor,5,never,FALSE,-0.656474605,3.676860795038378,3.8914324050057827,2,positive,ethics,customer_service
25-34,High School or less,25-50k,male,Northeast,rural,Services,Skilled Trade,3,rarely,TRUE,-0.134647284,2.674709034578959,2.446487141122751,2,positive,bias,augmentation|customer_service|content_generation
35-44,Some college / Associate,25-50k,male,South,urban,Other,Individual Contributor,3,never,FALSE,-1.416821547,2.5351102175908116,4.955534213872035,1,negative,job_loss|privacy,customer_service|analytics
65+,High School or less,100-200k,female,Midwest,urban,Finance,Clerical/Support,6,rarely,TRUE,2.026516283565895,3.2730469346121818,3.0719903429424353,5,positive,job_loss|privacy|bias,analytics
25-34,Some college / Associate,<25k,female,South,urban,Education,Manager,8,rarely,FALSE,1.352892477185314,2.620664592952801,2.685003775104259,5,neutral,regulation,augmentation
25-34,Some college / Associate,50-100k,male,South,urban,Other,Individual Contributor,4,rarely,FALSE,-0.773204994,2.479832797276814,5.102882985,4,negative,privacy,automation
45-54,Bachelor's,50-100k,female,West,rural,Retail,Individual Contributor,7,never,FALSE,-1.74988126,3.7997537234421643,4.601263839163427,2,negative,accuracy,automation
18-24,Some college / Associate,50-100k,male,South,urban,Finance,Individual Contributor,3,never,TRUE,0.062821568,3.973983427834908,5.604649989221954,2,positive,transparency,customer_service|analytics
25-34,Bachelor's,50-100k,female,South,urban,Other,Individual Contributor,5,rarely,FALSE,-0.503477687,4.800301188638151,2.8341866457568026,3,positive,regulation,automation|augmentation|customer_service
18-24,High School or less,25-50k,female,West,urban,Technology,Clerical/Support,7,daily,FALSE,1.6355886109224977,1.9108365333299897,4.133107842552196,4,positive,job_loss|privacy,augmentation|agents
25-34,Bachelor's,<25k,female,South,rural,Manufacturing,Individual Contributor,8,never,FALSE,2.6590895520229143,3.4281254201444287,4.330148900099611,5,positive,safety,customer_service
25-34,Some college / Associate,50-100k,female,Northeast,urban,Services,Manager,2,never,FALSE,0.067505879,2.309418819,2.6548275161573973,2,negative,privacy,analytics
55-64,High School or less,<25k,male,South,suburban,Technology,Individual Contributor,0,never,TRUE,-1.33555776,1.2985181481478136,3.9899254078152446,1,neutral,accuracy,content_generation
18-24,Master's,<25k,male,Midwest,rural,Services,Individual Contributor,2,never,FALSE,0.9263401171103471,1,5.964079338450118,5,positive,transparency,customer_service
35-44,Bachelor's,200k+,female,South,suburban,Technology,Individual Contributor,6,never,FALSE,1.039321704599841,3.330869620337452,5.551042115046136,3,neutral,safety,augmentation
35-44,Master's,25-50k,male,West,suburban,Services,Individual Contributor,0,rarely,FALSE,-0.623429256,1.9736582034926102,2.6496331376474256,2,positive,bias,agents
